,startday,收取费用(元)
209,1/5/2018,14
210,1/5/2018,14
211,1/5/2018,14
212,1/5/2018,14
213,1/5/2018,14
214,1/5/2018,14
215,1/5/2018,14
216,1/5/2018,14
217,1/5/2018,14
218,1/5/2018,14
219,1/5/2018,14
220,1/5/2018,14
221,1/5/2018,14
222,1/5/2018,14
223,1/5/2018,14
224,1/5/2018,14
225,1/5/2018,14
226,1/5/2018,14
227,1/5/2018,14
228,1/5/2018,14
229,1/5/2018,14
230,1/5/2018,14
231,1/5/2018,14
232,1/5/2018,14
233,1/5/2018,14
234,1/5/2018,14
235,1/5/2018,14
236,1/5/2018,14
237,1/5/2018,14
238,1/5/2018,14
239,1/5/2018,14
240,1/5/2018,14
241,1/5/2018,14
242,1/5/2018,14
243,1/5/2018,14
244,1/5/2018,14
245,1/5/2018,14
246,1/5/2018,14
247,1/5/2018,14
248,1/5/2018,14
249,1/5/2018,14
250,1/5/2018,14
251,1/5/2018,14
252,1/5/2018,14
253,1/5/2018,14
254,1/5/2018,14
255,1/5/2018,14
256,1/5/2018,14
257,1/5/2018,14
258,1/5/2018,14
259,1/5/2018,14
260,1/5/2018,14
261,1/5/2018,14
262,1/5/2018,14
263,1/5/2018,14
264,1/5/2018,14
265,1/5/2018,14
266,1/5/2018,14
267,1/5/2018,14
268,1/5/2018,14
269,1/5/2018,14
270,1/5/2018,14
271,1/5/2018,14
272,1/5/2018,14
273,1/5/2018,14
274,1/5/2018,14
275,1/5/2018,14
276,1/5/2018,14
277,1/5/2018,14
278,1/5/2018,14
279,1/5/2018,14
280,1/5/2018,14
281,1/5/2018,14
282,1/5/2018,14
283,1/5/2018,14
284,1/5/2018,14
285,1/5/2018,14
286,1/5/2018,14
287,1/5/2018,14
288,1/5/2018,14
289,1/5/2018,14
290,1/5/2018,14
291,1/5/2018,14
292,1/5/2018,12
293,1/5/2018,12
294,1/5/2018,12
295,1/5/2018,12
296,1/5/2018,12
297,1/5/2018,12
298,1/5/2018,12
299,1/5/2018,12
300,1/5/2018,12
301,1/5/2018,12
302,1/5/2018,12
303,1/5/2018,12
304,1/5/2018,12
305,1/5/2018,12
306,1/5/2018,12
307,1/5/2018,12
308,1/5/2018,12
309,1/5/2018,12
310,1/5/2018,12
311,1/5/2018,12
312,1/5/2018,12
313,1/5/2018,12
314,1/5/2018,12
315,1/5/2018,12
316,1/5/2018,12
317,1/5/2018,12
318,1/5/2018,12
319,1/5/2018,12
320,1/5/2018,12
321,1/5/2018,12
322,1/5/2018,12
323,1/5/2018,12
324,1/5/2018,12
325,1/5/2018,12
326,1/5/2018,12
327,1/5/2018,12
328,1/5/2018,12
329,22/5/2018,12
330,25/5/2018,12
331,6/5/2018,12
332,14/5/2018,12
333,27/5/2018,12
334,18/5/2018,12
335,15/5/2018,12
336,27/5/2018,12
337,30/5/2018,12
338,8/5/2018,12
339,27/5/2018,12
340,30/5/2018,12
341,6/5/2018,12
342,14/5/2018,12
343,25/5/2018,12
344,6/5/2018,12
345,12/5/2018,12
346,18/5/2018,12
347,15/5/2018,12
348,30/5/2018,12
349,15/5/2018,12
350,27/5/2018,12
351,27/5/2018,12
352,27/5/2018,12
353,30/5/2018,12
354,12/5/2018,12
355,20/5/2018,12
356,15/5/2018,12
357,2/5/2018,12
358,22/5/2018,12
359,4/5/2018,12
360,8/5/2018,12
361,6/5/2018,12
362,30/5/2018,12
363,2/5/2018,12
364,18/5/2018,12
365,22/5/2018,12
366,27/5/2018,12
367,27/5/2018,12
368,4/5/2018,12
369,6/5/2018,12
370,18/5/2018,12
371,12/5/2018,12
372,21/5/2018,12
373,4/5/2018,12
374,6/5/2018,12
375,12/5/2018,12
376,18/5/2018,12
377,21/5/2018,12
378,30/5/2018,12
379,27/5/2018,12
380,6/5/2018,12
381,14/5/2018,12
382,12/5/2018,12
383,27/5/2018,12
384,6/5/2018,12
385,7/5/2018,12
386,15/5/2018,12
387,8/5/2018,12
388,15/5/2018,12
389,18/5/2018,12
390,12/5/2018,12
391,18/5/2018,12
392,25/5/2018,12
393,13/5/2018,12
394,13/5/2018,12
395,17/5/2018,12
396,18/5/2018,12
397,6/5/2018,12
398,20/5/2018,12
399,6/5/2018,12
400,18/5/2018,12
401,23/5/2018,12
402,7/5/2018,12
403,27/5/2018,12
404,25/5/2018,12
405,6/5/2018,12
406,14/5/2018,12
407,6/5/2018,12
408,27/5/2018,12
409,12/5/2018,12
410,27/5/2018,12
411,28/5/2018,12
412,13/5/2018,12
413,24/5/2018,12
414,6/5/2018,12
415,18/5/2018,12
416,27/5/2018,12
417,30/5/2018,12
418,30/5/2018,12
419,6/5/2018,12
420,14/5/2018,12
421,24/5/2018,12
422,27/5/2018,12
423,6/5/2018,12
424,27/5/2018,12
425,30/5/2018,12
426,21/5/2018,12
427,21/5/2018,12
428,27/5/2018,12
429,6/5/2018,12
430,14/5/2018,12
431,22/5/2018,12
432,27/5/2018,12
433,20/5/2018,12
434,30/5/2018,12
435,12/5/2018,12
436,17/5/2018,12
437,31/5/2018,12
438,18/5/2018,12
439,23/5/2018,12
440,18/5/2018,12
441,25/5/2018,12
442,8/5/2018,12
443,15/5/2018,12
444,27/5/2018,12
445,6/5/2018,12
446,22/5/2018,12
447,24/5/2018,12
448,8/5/2018,12
449,27/5/2018,12
450,30/5/2018,12
451,27/5/2018,12
452,15/5/2018,12
453,18/5/2018,12
454,15/5/2018,12
455,18/5/2018,12
456,23/5/2018,12
457,23/5/2018,12
458,18/5/2018,12
459,12/5/2018,12
460,30/5/2018,12
461,18/5/2018,12
462,18/5/2018,12
463,22/5/2018,12
464,13/5/2018,12
465,6/5/2018,12
466,28/5/2018,12
467,30/5/2018,12
468,6/5/2018,12
469,6/5/2018,12
470,6/5/2018,12
471,31/5/2018,12
472,22/5/2018,12
473,27/5/2018,12
474,27/5/2018,12
475,2/5/2018,12
476,6/5/2018,12
477,18/5/2018,12
478,6/5/2018,12
479,30/5/2018,12
480,30/5/2018,12
481,18/5/2018,12
482,14/5/2018,12
483,18/5/2018,12
484,6/5/2018,12
485,13/5/2018,12
486,27/5/2018,12
487,27/5/2018,12
488,6/5/2018,12
489,18/5/2018,12
490,6/5/2018,12
491,27/5/2018,12
492,20/5/2018,12
493,30/5/2018,12
494,12/5/2018,12
495,30/5/2018,12
496,8/5/2018,12
497,15/5/2018,12
498,7/5/2018,12
499,8/5/2018,12
500,8/5/2018,12
501,6/5/2018,12
502,22/5/2018,12
503,14/5/2018,12
504,6/5/2018,12
505,14/5/2018,12
506,27/5/2018,12
507,6/5/2018,12
508,6/5/2018,12
509,18/5/2018,12
510,27/5/2018,12
511,18/5/2018,12
512,27/5/2018,12
513,8/5/2018,12
514,18/5/2018,12
515,6/5/2018,12
516,6/5/2018,12
517,25/5/2018,12
518,13/5/2018,12
519,8/5/2018,12
520,30/5/2018,12
521,30/5/2018,12
522,21/5/2018,12
523,23/5/2018,12
524,28/5/2018,12
525,6/5/2018,12
526,17/5/2018,12
527,6/5/2018,12
528,18/5/2018,12
529,12/5/2018,12
530,13/5/2018,12
531,27/5/2018,12
532,8/5/2018,12
533,30/5/2018,12
534,14/5/2018,12
535,8/5/2018,12
536,13/5/2018,12
537,2/5/2018,12
538,12/5/2018,12
539,8/5/2018,12
540,13/5/2018,12
541,18/5/2018,12
542,20/5/2018,12
543,23/5/2018,12
544,22/5/2018,12
545,24/5/2018,12
546,14/5/2018,12
547,6/5/2018,12
548,8/5/2018,12
549,8/5/2018,12
550,12/5/2018,12
551,18/5/2018,12
552,22/5/2018,12
553,8/5/2018,12
554,28/5/2018,12
555,6/5/2018,12
556,6/5/2018,12
557,6/5/2018,12
558,8/5/2018,12
559,14/5/2018,12
560,31/5/2018,12
561,7/5/2018,12
562,21/5/2018,12
563,20/5/2018,12
564,30/5/2018,12
565,28/5/2018,12
566,13/5/2018,12
567,13/5/2018,12
568,14/5/2018,12
569,6/5/2018,12
570,27/5/2018,12
571,27/5/2018,12
572,12/5/2018,12
573,27/5/2018,12
574,30/5/2018,12
575,21/5/2018,12
576,30/5/2018,12
577,13/5/2018,12
578,31/5/2018,12
579,12/5/2018,12
580,6/5/2018,12
581,7/5/2018,12
582,6/5/2018,12
583,27/5/2018,12
584,14/5/2018,12
585,27/5/2018,12
586,12/5/2018,12
587,14/5/2018,12
588,27/5/2018,12
589,27/5/2018,12
590,6/5/2018,12
591,8/5/2018,12
592,6/5/2018,12
593,27/5/2018,12
594,27/5/2018,12
595,27/5/2018,12
596,22/5/2018,12
597,6/5/2018,12
598,28/5/2018,12
599,8/5/2018,12
600,27/5/2018,12
601,27/5/2018,12
602,13/5/2018,12
603,18/5/2018,12
604,24/5/2018,12
605,27/5/2018,12
606,27/5/2018,12
607,12/5/2018,12
608,27/5/2018,12
609,12/5/2018,12
610,6/5/2018,12
611,30/5/2018,12
612,12/5/2018,12
613,23/5/2018,12
614,8/5/2018,12
615,12/5/2018,12
616,12/5/2018,12
617,30/5/2018,12
618,23/5/2018,12
619,12/5/2018,12
620,13/5/2018,12
621,30/5/2018,12
622,18/5/2018,12
623,6/5/2018,12
624,18/5/2018,12
625,11/5/2018,12
626,17/5/2018,12
627,6/5/2018,12
628,10/5/2018,12
629,15/5/2018,12
630,27/5/2018,12
631,7/5/2018,12
632,25/5/2018,12
633,30/5/2018,12
634,7/5/2018,12
635,31/5/2018,12
636,8/5/2018,12
637,25/5/2018,12
638,15/5/2018,12
639,13/5/2018,12
640,31/5/2018,12
641,18/5/2018,12
642,31/5/2018,12
643,6/5/2018,12
644,30/5/2018,12
645,4/5/2018,12
646,13/5/2018,12
647,6/5/2018,12
648,12/5/2018,12
649,22/5/2018,12
650,27/5/2018,12
651,18/5/2018,12
652,12/5/2018,12
653,30/5/2018,12
654,7/5/2018,12
655,22/5/2018,12
656,24/5/2018,12
657,31/5/2018,12
658,6/5/2018,12
659,27/5/2018,12
660,28/5/2018,12
661,13/5/2018,12
662,6/5/2018,12
663,8/5/2018,12
664,18/5/2018,12
665,13/5/2018,12
666,6/5/2018,12
667,8/5/2018,12
668,13/5/2018,12
669,13/5/2018,12
670,18/5/2018,12
671,24/5/2018,12
672,22/5/2018,12
673,23/5/2018,12
674,17/5/2018,12
675,18/5/2018,12
676,18/5/2018,12
677,22/5/2018,12
678,30/5/2018,12
679,12/5/2018,12
680,12/5/2018,12
681,25/5/2018,12
682,12/5/2018,12
683,22/5/2018,12
684,22/5/2018,12
685,13/5/2018,12
686,15/5/2018,12
687,19/5/2018,12
688,10/5/2018,12
689,12/5/2018,12
690,27/5/2018,12
691,30/5/2018,12
692,15/5/2018,12
693,27/5/2018,12
694,6/5/2018,12
695,8/5/2018,12
696,8/5/2018,12
697,3/5/2018,12
698,6/5/2018,12
699,18/5/2018,12
700,6/5/2018,12
701,25/5/2018,12
702,27/5/2018,12
703,30/5/2018,12
704,8/5/2018,12
705,20/5/2018,12
706,24/5/2018,12
707,7/5/2018,12
708,21/5/2018,12
709,31/5/2018,12
710,25/5/2018,12
711,15/5/2018,12
712,31/5/2018,12
713,4/5/2018,12
714,13/5/2018,12
715,7/5/2018,12
716,14/5/2018,12
717,13/5/2018,12
718,15/5/2018,12
719,8/5/2018,12
720,12/5/2018,12
721,22/5/2018,12
722,31/5/2018,12
723,12/5/2018,12
724,25/5/2018,12
725,30/5/2018,12
726,25/5/2018,12
727,30/5/2018,12
728,12/5/2018,12
729,12/5/2018,12
730,18/5/2018,12
731,23/5/2018,12
732,22/5/2018,12
733,15/5/2018,12
734,12/5/2018,12
735,7/5/2018,12
736,31/5/2018,12
737,25/5/2018,12
738,12/5/2018,12
739,30/5/2018,12
740,18/5/2018,12
741,6/5/2018,12
742,12/5/2018,12
743,8/5/2018,12
744,6/5/2018,12
745,23/5/2018,12
746,6/5/2018,12
747,13/5/2018,12
748,22/5/2018,12
749,15/5/2018,12
750,25/5/2018,12
751,28/5/2018,12
752,12/5/2018,12
753,30/5/2018,12
754,12/5/2018,12
755,18/5/2018,12
756,22/5/2018,12
757,31/5/2018,12
758,31/5/2018,12
759,30/5/2018,12
760,30/5/2018,12
761,27/5/2018,12
762,6/5/2018,12
763,23/5/2018,12
764,31/5/2018,12
765,27/5/2018,12
766,30/5/2018,12
767,31/5/2018,12
768,7/5/2018,12
769,22/5/2018,12
770,7/5/2018,12
771,12/5/2018,12
772,12/5/2018,12
773,18/5/2018,12
774,18/5/2018,12
775,7/5/2018,12
776,12/5/2018,12
777,6/5/2018,12
778,6/5/2018,12
779,8/5/2018,12
780,12/5/2018,12
781,13/5/2018,12
782,23/5/2018,12
783,18/5/2018,12
784,12/5/2018,12
785,12/5/2018,12
786,14/5/2018,12
787,12/5/2018,12
788,20/5/2018,12
789,22/5/2018,12
790,23/5/2018,12
791,17/5/2018,12
792,22/5/2018,12
793,25/5/2018,12
794,3/5/2018,12
795,22/5/2018,12
796,28/5/2018,12
797,28/5/2018,12
798,31/5/2018,12
799,7/5/2018,12
800,10/5/2018,12
801,30/5/2018,12
802,7/5/2018,12
803,25/5/2018,12
804,23/5/2018,12
805,13/5/2018,12
806,18/5/2018,12
807,22/5/2018,12
808,13/5/2018,12
809,30/5/2018,12
810,18/5/2018,12
811,12/5/2018,12
812,19/5/2018,12
813,27/5/2018,12
814,23/5/2018,12
815,30/5/2018,12
816,4/5/2018,12
817,27/5/2018,12
818,4/5/2018,12
819,6/5/2018,12
820,6/5/2018,12
821,8/5/2018,12
822,25/5/2018,12
823,30/5/2018,12
824,31/5/2018,12
825,18/5/2018,12
826,22/5/2018,12
827,22/5/2018,12
828,30/5/2018,12
829,4/5/2018,12
830,12/5/2018,12
831,15/5/2018,12
832,24/5/2018,12
833,27/5/2018,12
834,18/5/2018,12
835,2/5/2018,12
836,17/5/2018,12
837,22/5/2018,12
838,31/5/2018,12
839,6/5/2018,12
840,8/5/2018,12
841,8/5/2018,12
842,31/5/2018,12
843,18/5/2018,12
844,18/5/2018,12
845,12/5/2018,12
846,23/5/2018,12
847,31/5/2018,12
848,23/5/2018,12
849,27/5/2018,12
850,28/5/2018,12
851,22/5/2018,12
852,27/5/2018,12
853,31/5/2018,12
854,27/5/2018,12
855,7/5/2018,12
856,31/5/2018,12
857,6/5/2018,12
858,6/5/2018,12
859,8/5/2018,12
860,15/5/2018,12
861,30/5/2018,12
862,22/5/2018,12
863,22/5/2018,12
864,27/5/2018,12
865,6/5/2018,12
866,7/5/2018,12
867,19/5/2018,12
868,12/5/2018,12
869,23/5/2018,12
870,2/5/2018,12
871,8/5/2018,12
872,15/5/2018,12
873,30/5/2018,12
874,6/5/2018,12
875,28/5/2018,12
876,4/5/2018,12
877,10/5/2018,12
878,27/5/2018,12
879,23/5/2018,12
880,25/5/2018,12
881,22/5/2018,12
882,25/5/2018,12
883,31/5/2018,12
884,31/5/2018,12
885,13/5/2018,12
886,31/5/2018,12
887,18/5/2018,12
888,10/5/2018,12
889,27/5/2018,12
890,27/5/2018,12
891,28/5/2018,12
892,23/5/2018,12
893,31/5/2018,12
894,31/5/2018,12
895,10/5/2018,12
896,12/5/2018,12
897,23/5/2018,12
898,27/5/2018,12
899,31/5/2018,12
900,30/5/2018,12
901,8/5/2018,12
902,21/5/2018,12
903,22/5/2018,12
904,30/5/2018,12
905,17/5/2018,12
906,7/5/2018,12
907,7/5/2018,12
908,15/5/2018,12
909,17/5/2018,12
910,18/5/2018,12
911,7/5/2018,12
912,27/5/2018,12
913,6/5/2018,12
914,8/5/2018,12
915,31/5/2018,12
916,2/5/2018,12
917,8/5/2018,12
918,8/5/2018,12
919,13/5/2018,12
920,22/5/2018,12
921,6/5/2018,12
922,8/5/2018,12
923,31/5/2018,12
924,27/5/2018,12
925,31/5/2018,12
926,22/5/2018,12
927,22/5/2018,12
928,30/5/2018,12
929,22/5/2018,12
930,30/5/2018,12
931,8/5/2018,12
932,13/5/2018,12
933,10/5/2018,12
934,8/5/2018,12
935,10/5/2018,12
936,7/5/2018,12
937,22/5/2018,12
938,31/5/2018,12
939,14/5/2018,12
940,22/5/2018,12
941,28/5/2018,12
942,31/5/2018,12
943,12/5/2018,12
944,8/5/2018,12
945,22/5/2018,12
946,10/5/2018,12
947,15/5/2018,12
948,27/5/2018,12
949,2/5/2018,12
950,2/5/2018,12
951,13/5/2018,12
952,23/5/2018,12
953,7/5/2018,12
954,12/5/2018,12
955,21/5/2018,12
956,27/5/2018,12
957,6/5/2018,12
958,27/5/2018,12
959,7/5/2018,12
960,22/5/2018,12
961,31/5/2018,12
962,8/5/2018,12
963,13/5/2018,12
964,17/5/2018,12
965,13/5/2018,12
966,19/5/2018,12
967,30/5/2018,12
968,31/5/2018,12
969,12/5/2018,12
970,12/5/2018,12
971,18/5/2018,12
972,22/5/2018,12
973,30/5/2018,12
974,31/5/2018,12
975,14/5/2018,12
976,12/5/2018,12
977,18/5/2018,12
978,12/5/2018,12
979,8/5/2018,12
980,15/5/2018,12
981,12/5/2018,12
982,31/5/2018,12
983,10/5/2018,12
984,13/5/2018,12
985,6/5/2018,12
986,23/5/2018,12
987,12/5/2018,12
988,22/5/2018,12
989,22/5/2018,12
990,2/5/2018,12
991,30/5/2018,12
992,12/5/2018,12
993,18/5/2018,12
994,12/5/2018,12
995,14/5/2018,12
996,27/5/2018,12
997,22/5/2018,12
998,24/5/2018,12
999,22/5/2018,12
1000,22/5/2018,12
1001,6/5/2018,12
1002,19/5/2018,12
1003,31/5/2018,12
1004,7/5/2018,12
1005,2/5/2018,12
1006,6/5/2018,12
1007,4/5/2018,12
1008,10/5/2018,12
1009,20/5/2018,12
1010,22/5/2018,12
1011,25/5/2018,12
1012,17/5/2018,12
1013,12/5/2018,12
1014,13/5/2018,12
1015,6/5/2018,12
1016,22/5/2018,12
1017,30/5/2018,12
1018,10/5/2018,12
1019,13/5/2018,12
1020,27/5/2018,12
1021,30/5/2018,12
1022,10/5/2018,12
1023,14/5/2018,12
1024,13/5/2018,12
1025,4/5/2018,12
1026,22/5/2018,12
1027,7/5/2018,12
1028,12/5/2018,12
1029,22/5/2018,12
1030,12/5/2018,12
1031,12/5/2018,12
1032,6/5/2018,12
1033,15/5/2018,12
1034,17/5/2018,12
1035,30/5/2018,12
1036,17/5/2018,12
1037,30/5/2018,12
1038,13/5/2018,12
1039,27/5/2018,12
1040,23/5/2018,12
1041,10/5/2018,12
1042,12/5/2018,12
1043,8/5/2018,12
1044,4/5/2018,12
1045,31/5/2018,12
1046,20/5/2018,12
1047,25/5/2018,12
1048,7/5/2018,12
1049,17/5/2018,12
1050,18/5/2018,12
1051,31/5/2018,12
1052,4/5/2018,12
1053,19/5/2018,12
1054,14/5/2018,12
1055,31/5/2018,12
1056,31/5/2018,12
1057,22/5/2018,12
1058,10/5/2018,12
1059,30/5/2018,12
1060,22/5/2018,12
1061,23/5/2018,12
1062,31/5/2018,12
1063,19/5/2018,12
1064,30/5/2018,12
1065,31/5/2018,12
1066,6/5/2018,12
1067,12/5/2018,12
1068,17/5/2018,12
1069,18/5/2018,12
1070,13/5/2018,12
1071,23/5/2018,12
1072,30/5/2018,12
1073,31/5/2018,12
1074,13/5/2018,12
1075,23/5/2018,12
1076,6/5/2018,12
1077,17/5/2018,12
1078,19/5/2018,12
1079,4/5/2018,12
1080,6/5/2018,12
1081,8/5/2018,12
1082,6/5/2018,12
1083,22/5/2018,12
1084,30/5/2018,12
1085,31/5/2018,12
1086,10/5/2018,12
1087,30/5/2018,12
1088,8/5/2018,12
1089,27/5/2018,12
1090,22/5/2018,12
1091,7/5/2018,12
1092,30/5/2018,12
1093,8/5/2018,12
1094,24/5/2018,12
1095,18/5/2018,12
1096,27/5/2018,12
1097,8/5/2018,12
1098,12/5/2018,12
1099,22/5/2018,12
1100,31/5/2018,12
1101,6/5/2018,12
1102,18/5/2018,12
1103,18/5/2018,12
1104,27/5/2018,12
1105,28/5/2018,12
1106,12/5/2018,12
1107,27/5/2018,12
1108,18/5/2018,12
1109,24/5/2018,12
1110,19/5/2018,12
1111,6/5/2018,12
1112,7/5/2018,12
1113,15/5/2018,12
1114,31/5/2018,12
1115,17/5/2018,12
1116,18/5/2018,12
1117,18/5/2018,12
1118,10/5/2018,12
1119,27/5/2018,12
1120,23/5/2018,12
1121,27/5/2018,12
1122,22/5/2018,12
1123,12/5/2018,12
1124,10/5/2018,12
1125,30/5/2018,12
1126,30/5/2018,12
1127,27/5/2018,12
1128,23/5/2018,12
1129,27/5/2018,12
1130,30/5/2018,12
1131,31/5/2018,12
1132,10/5/2018,12
1133,13/5/2018,12
1134,8/5/2018,12
1135,18/5/2018,12
1136,7/5/2018,12
1137,22/5/2018,12
1138,23/5/2018,12
1139,23/5/2018,12
1140,30/5/2018,12
1141,31/5/2018,12
1142,8/5/2018,12
1143,13/5/2018,12
1144,22/5/2018,12
1145,15/5/2018,12
1146,20/5/2018,12
1147,27/5/2018,12
1148,15/5/2018,12
1149,30/5/2018,12
1150,22/5/2018,12
1151,12/5/2018,12
1152,8/5/2018,12
1153,24/5/2018,12
1154,30/5/2018,12
1155,7/5/2018,12
1156,23/5/2018,12
1157,13/5/2018,12
1158,12/5/2018,12
1159,18/5/2018,12
1160,22/5/2018,12
1161,18/5/2018,12
1162,23/5/2018,12
1163,18/5/2018,12
1164,22/5/2018,12
1165,22/5/2018,12
1166,4/5/2018,12
1167,30/5/2018,12
1168,12/5/2018,12
1169,30/5/2018,12
1170,4/5/2018,12
1171,22/5/2018,12
1172,13/5/2018,12
1173,6/5/2018,12
1174,25/5/2018,12
1175,30/5/2018,12
1176,6/5/2018,12
1177,16/5/2018,12
1178,23/5/2018,12
1179,12/5/2018,12
1180,10/5/2018,12
1181,22/5/2018,12
1182,8/5/2018,12
1183,18/5/2018,12
1184,30/5/2018,12
1185,31/5/2018,12
1186,13/5/2018,12
1187,6/5/2018,12
1188,30/5/2018,12
1189,31/5/2018,12
1190,24/5/2018,12
1191,27/5/2018,12
1192,27/5/2018,12
1193,17/5/2018,12
1194,18/5/2018,12
1195,8/5/2018,12
1196,30/5/2018,12
1197,12/5/2018,12
1198,12/5/2018,12
1199,31/5/2018,12
1200,27/5/2018,12
1201,22/5/2018,12
1202,27/5/2018,12
1203,8/5/2018,12
1204,10/5/2018,12
1205,18/5/2018,12
1206,12/5/2018,12
1207,27/5/2018,12
1208,31/5/2018,12
1209,6/5/2018,12
1210,10/5/2018,12
1211,24/5/2018,12
1212,13/5/2018,12
1213,28/5/2018,12
1214,10/5/2018,12
1215,12/5/2018,12
1216,18/5/2018,12
1217,25/5/2018,12
1218,30/5/2018,12
1219,13/5/2018,12
1220,31/5/2018,12
1221,10/5/2018,12
1222,18/5/2018,12
1223,30/5/2018,12
1224,31/5/2018,12
1225,2/5/2018,12
1226,8/5/2018,12
1227,13/5/2018,12
1228,11/5/2018,12
1229,19/5/2018,12
1230,15/5/2018,12
1231,24/5/2018,12
1232,12/5/2018,12
1233,31/5/2018,12
1234,14/5/2018,12
1235,10/5/2018,12
1236,15/5/2018,12
1237,30/5/2018,12
1238,30/5/2018,12
1239,2/5/2018,12
1240,6/5/2018,12
1241,12/5/2018,12
1242,13/5/2018,12
1243,24/5/2018,12
1244,30/5/2018,12
1245,12/5/2018,12
1246,8/5/2018,12
1247,30/5/2018,12
